Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,s_point,e_point,in_ny,dist
36,2015-03-12 08:08:38.0000001,4.5,2015-03-12 08:08:38 UTC,-73.99017333984375,40.756446838378906,-73.9856185913086,40.7628288269043,1,POINT (-73.99017333984375 40.756446838378906),POINT (-73.9856185913086 40.7628288269043),True,0.007840632101860513
37,2012-01-19 10:15:30.0000002,5.3,2012-01-19 10:15:30 UTC,-73.995199,40.75474,-74.005416,40.751084,1,POINT (-73.995199 40.75474),POINT (-74.005416 40.751084),True,0.010851425021624572
38,2013-11-24 11:42:00.000000113,9.0,2013-11-24 11:42:00 UTC,-73.95774,40.773617,-73.977087,40.758465,6,POINT (-73.95774 40.773617),POINT (-73.977087 40.758465),True,0.024574163525944666
39,2009-03-02 20:42:49.0000003,9.8,2009-03-02 20:42:49 UTC,-73.972673,40.759186,-73.969897,40.791367,1,POINT (-73.972673 40.759186),POINT (-73.969897 40.791367),True,0.032300509856658166
40,2011-03-29 15:39:49.0000002,8.1,2011-03-29 15:39:49 UTC,-73.984267,40.744961,-73.981646,40.759608,1,POINT (-73.984267 40.744961),POINT (-73.981646 40.759608),True,0.014879658934260681
41,2011-10-15 10:55:24.0000004,10.9,2011-10-15 10:55:24 UTC,-74.003899,40.725514,-73.976484,40.765537,2,POINT (-74.003899 40.725514),POINT (-73.976484 40.765537),True,0.0485120887408558
42,2013-11-22 08:38:09.0000003,17.5,2013-11-22 08:38:09 UTC,-73.97845,40.76292,-74.008482,40.716502,1,POINT (-73.97845 40.76292),POINT (-74.008482 40.716502),True,0.0552860900046349
43,2009-06-10 21:28:00.00000022,12.1,2009-06-10 21:28:00 UTC,-73.988558,40.7372,-73.958688,40.780748,1,POINT (-73.988558 40.7372),POINT (-73.958688 40.780748),True,0.05280762448738116
44,2011-03-04 18:12:00.000000250,5.3,2011-03-04 18:12:00 UTC,-73.997037,40.737095,-73.986128,40.735043,1,POINT (-73.997037 40.737095),POINT (-73.986128 40.735043),True,0.011100314635192276
45,2011-08-31 21:14:15.0000003,6.9,2011-08-31 21:14:15 UTC,-73.971114,40.758944,-73.97793,40.736613,1,POINT (-73.971114 40.758944),POINT (-73.97793 40.736613),True,0.02334804953309938
46,2011-06-01 20:30:00.000000119,4.5,2011-06-01 20:30:00 UTC,-73.980822,40.74442,-73.991093,40.748797,1,POINT (-73.980822 40.74442),POINT (-73.991093 40.748797),True,0.01116474675037941
47,2011-12-14 07:53:00.00000028,3.3,2011-12-14 07:53:00 UTC,-73.988877,40.763577,-73.985573,40.760262,1,POINT (-73.988877 40.763577),POINT (-73.985573 40.760262),True,0.00468034624787568
48,2012-07-18 00:16:00.00000083,3.3,2012-07-18 00:16:00 UTC,-73.98666,40.756072,-73.989727,40.751702,5,POINT (-73.98666 40.756072),POINT (-73.989727 40.751702),True,0.00533885652551392
49,2013-01-29 12:26:00.000000154,9.0,2013-01-29 12:26:00 UTC,-73.992253,40.742657,-73.983597,40.755947,1,POINT (-73.992253 40.742657),POINT (-73.983597 40.755947),True,0.015860341610443834
50,2011-12-06 09:09:21.0000007,9.7,2011-12-06 09:09:21 UTC,-73.985582,40.739765,-73.973899,40.760426,1,POINT (-73.985582 40.739765),POINT (-73.973899 40.760426),True,0.023735404146547654
51,2012-10-06 20:31:36.0000003,5.5,2012-10-06 20:31:36 UTC,-73.952825,40.772048,-73.952194,40.781152,3,POINT (-73.952825 40.772048),POINT (-73.952194 40.781152),True,0.009125841166709524
52,2013-01-23 07:01:38.0000005,8.0,2013-01-23 07:01:38 UTC,-73.980298,40.783723,-73.979628,40.763179,1,POINT (-73.980298 40.783723),POINT (-73.979628 40.763179),True,0.02055492242748779
53,2013-09-07 03:17:00.00000014,7.5,2013-09-07 03:17:00 UTC,-73.977708,40.746212,-73.975782,40.745055,1,POINT (-73.977708 40.746212),POINT (-73.975782 40.745055),True,0.0022468032846786916
54,2013-11-10 01:12:19.0000002,25.5,2013-11-10 01:12:19 UTC,-73.974497,40.751603,-73.934927,40.851567,4,POINT (-73.974497 40.751603),POINT (-73.934927 40.851567),True,0.10751086547879617
55,2012-01-04 18:07:29.0000002,15.3,2012-01-04 18:07:29 UTC,-73.97151,40.755886,-73.968067,40.801173,1,POINT (-73.97151 40.755886),POINT (-73.968067 40.801173),True,0.045417690584177654
56,2010-05-31 18:06:00.00000097,34.67,2010-05-31 18:06:00 UTC,-73.985427,40.758853,-73.872907,40.774497,1,POINT (-73.985427 40.758853),POINT (-73.872907 40.774497),True,0.11360231131451781
57,2011-03-19 21:55:00.00000090,9.7,2011-03-19 21:55:00 UTC,-73.979542,40.727498,-73.999315,40.730088,4,POINT (-73.979542 40.727498),POINT (-73.999315 40.730088),True,0.0199419063532064
58,2012-07-19 23:53:14.0000002,13.7,2012-07-19 23:53:14 UTC,-74.002113,40.739582,-73.971918,40.791899,2,POINT (-74.002113 40.739582),POINT (-73.971918 40.791899),True,0.06040535169999213
59,2009-03-23 12:13:29.0000002,6.5,2009-03-23 12:13:29 UTC,-73.98543,40.736011,-73.982501,40.724802,1,POINT (-73.98543 40.736011),POINT (-73.982501 40.724802),True,0.01158536671840771
60,2014-07-16 10:57:00.00000069,5.0,2014-07-16 10:57:00 UTC,-73.996148,40.74189,-73.992202,40.739425,6,POINT (-73.996148 40.74189),POINT (-73.992202 40.739425),True,0.004652648815459545
61,2011-04-22 23:21:03.0000002,4.5,2011-04-22 23:21:03 UTC,-74.009137,40.713436,-74.002823,40.723428,3,POINT (-74.009137 40.713436),POINT (-74.002823 40.723428),True,0.011819757188698913
62,2012-01-02 14:54:00.00000078,4.9,2012-01-02 14:54:00 UTC,-74.003985,40.731677,-73.999765,40.723512,1,POINT (-74.003985 40.731677),POINT (-73.999765 40.723512),True,0.00919106223458429
63,2014-05-01 09:12:00.000000198,7.0,2014-05-01 09:12:00 UTC,-73.966203,40.7675,-73.980915,40.77424,6,POINT (-73.966203 40.7675),POINT (-73.980915 40.77424),True,0.016182414652952608
64,2011-11-07 10:47:40.0000003,7.3,2011-11-07 10:47:40 UTC,-74.003919,40.753019,-73.992368,40.735362,1,POINT (-74.003919 40.753019),POINT (-73.992368 40.735362),True,0.021099650471036926
65,2012-10-07 17:59:08.0000003,7.5,2012-10-07 17:59:08 UTC,-74.004736,40.715882,-74.017723,40.705141,1,POINT (-74.004736 40.715882),POINT (-74.017723 40.705141),True,0.016853226694028493
66,2014-01-17 09:03:00.000000187,8.5,2014-01-17 09:03:00 UTC,-73.991467,40.750575,-73.98575,40.741547,4,POINT (-73.991467 40.750575),POINT (-73.98575 40.741547),True,0.010685919380196567
67,2014-04-29 18:28:00.0000005,16.5,2014-04-29 18:28:00 UTC,-73.970323,40.75084,-73.998392,40.724862,6,POINT (-73.970323 40.75084),POINT (-73.998392 40.724862),True,0.03824559118381956
68,2015-04-12 10:19:05.0000001,11.5,2015-04-12 10:19:05 UTC,-73.97927856445312,40.723438262939446,-74.00460815429686,40.7469482421875,6,POINT (-73.97927856445312 40.723438262939446),POINT (-74.00460815429686 40.7469482421875),True,0.03455875064141949
69,2015-05-12 23:51:42.0000007,5.0,2015-05-12 23:51:42 UTC,-73.95479583740233,40.779335021972656,-73.94493103027344,40.780086517333984,1,POINT (-73.95479583740233 40.779335021972656),POINT (-73.94493103027344 40.780086517333984),True,0.009893389963421885
70,2009-08-02 02:34:11.0000002,6.9,2009-08-02 02:34:11 UTC,-73.995781,40.723411,-74.005004,40.71895,2,POINT (-73.995781 40.723411),POINT (-74.005004 40.71895),True,0.010245206196075248
71,2010-01-31 10:53:00.00000010,3.7,2010-01-31 10:53:00 UTC,-74.00163,40.730767,-73.997112,40.737533,1,POINT (-74.00163 40.730767),POINT (-73.997112 40.737533),True,0.008135790066123017
72,2010-05-14 08:09:00.000000210,6.9,2010-05-14 08:09:00 UTC,-73.955118,40.768942,-73.963495,40.761887,2,POINT (-73.955118 40.768942),POINT (-73.963495 40.761887),True,0.01095203880562641
73,2012-05-21 15:20:00.00000017,10.1,2012-05-21 15:20:00 UTC,-73.977788,40.771838,-73.9662,40.778113,2,POINT (-73.977788 40.771838),POINT (-73.9662 40.778113),True,0.013177912163920912
74,2014-12-08 16:00:01.0000001,16.5,2014-12-08 16:00:01 UTC,-73.9828,40.745287,-74.01425,40.702935,1,POINT (-73.9828 40.745287),POINT (-74.01425 40.702935),True,0.05275219809638748
75,2010-08-16 01:33:00.00000034,15.07,2010-08-16 01:33:00 UTC,-73.961933,40.795585,-73.962253,40.764817,2,POINT (-73.961933 40.795585),POINT (-73.962253 40.764817),True,0.030769664021567063
76,2010-12-04 14:26:13.0000003,7.7,2010-12-04 14:26:13 UTC,-73.996601,40.736569,-73.982152,40.744322,1,POINT (-73.996601 40.736569),POINT (-73.982152 40.744322),True,0.016397640379026426
77,2011-08-12 04:20:00.00000015,24.9,2011-08-12 04:20:00 UTC,-74.006662,40.73121,-73.92594,40.825588,1,POINT (-74.006662 40.73121),POINT (-73.92594 40.825588),True,0.12419037067342435
78,2013-02-06 22:16:00.00000028,7.0,2013-02-06 22:16:00 UTC,-73.988425,40.764342,-74.001642,40.745752,2,POINT (-73.988425 40.764342),POINT (-74.001642 40.745752),True,0.022809585463129
79,2014-06-11 22:24:21.0000001,8.5,2014-06-11 22:24:21 UTC,-73.994128,40.735087,-73.986393,40.751461,1,POINT (-73.994128 40.735087),POINT (-73.986393 40.751461),True,0.018109061295382388
80,2010-08-19 16:33:00.000000131,5.7,2010-08-19 16:33:00 UTC,-73.97383,40.763717,-73.98942,40.771522,1,POINT (-73.97383 40.763717),POINT (-73.98942 40.771522),True,0.01743462431484018
81,2013-03-10 15:44:00.00000040,5.0,2013-03-10 15:44:00 UTC,-74.01336,40.702272,-74.01699,40.709245,1,POINT (-74.01336 40.702272),POINT (-74.01699 40.709245),True,0.00786127400616705
82,2013-06-14 08:27:43.0000001,8.5,2013-06-14 08:27:43 UTC,-73.95371,40.790813,-73.957015,40.777676,1,POINT (-73.95371 40.790813),POINT (-73.957015 40.777676),True,0.013546357222515343
83,2013-07-08 21:24:00.00000048,17.0,2013-07-08 21:24:00 UTC,-74.009728,40.705167,-73.970897,40.749307,1,POINT (-74.009728 40.705167),POINT (-73.970897 40.749307),True,0.058789337136933524
84,2014-03-21 11:00:29.0000003,8.0,2014-03-21 11:00:29 UTC,-73.950688,40.828531,-73.964101,40.80814,1,POINT (-73.950688 40.828531),POINT (-73.964101 40.80814),True,0.02440699592329737
85,2014-10-02 13:39:56.0000004,12.0,2014-10-02 13:39:56 UTC,-73.995387,40.749482,-73.975789,40.748741,1,POINT (-73.995387 40.749482),POINT (-73.975789 40.748741),True,0.019612003594725307
86,2011-08-31 08:21:47.0000004,12.5,2011-08-31 08:21:47 UTC,-73.917399,40.746485,-73.973756,40.763836,1,POINT (-73.917399 40.746485),POINT (-73.973756 40.763836),True,0.05896752199303401
87,2014-05-19 06:26:00.00000034,7.5,2014-05-19 06:26:00 UTC,-73.990815,40.730495,-73.978337,40.751085,1,POINT (-73.990815 40.730495),POINT (-73.978337 40.751085),True,0.02407589217454405
88,2012-04-05 05:50:00.00000019,6.9,2012-04-05 05:50:00 UTC,-74.007443,40.732547,-73.991112,40.742312,5,POINT (-74.007443 40.732547),POINT (-73.991112 40.742312),True,0.019027789834866027
89,2015-03-04 14:55:40.0000006,5.0,2015-03-04 14:55:40 UTC,-73.9887466430664,40.74495315551758,-73.99568176269531,40.74422073364258,2,POINT (-73.9887466430664 40.74495315551758),POINT (-73.99568176269531 40.74422073364258),True,0.006973688125390989
90,2010-04-27 21:40:07.0000004,10.5,2010-04-27 21:40:07 UTC,-74.001135,40.730979,-73.984424,40.76463,1,POINT (-74.001135 40.730979),POINT (-73.984424 40.76463),True,0.03757189537406862
91,2011-02-22 11:09:16.0000004,7.7,2011-02-22 11:09:16 UTC,-73.968881,40.764533,-73.985311,40.748956,1,POINT (-73.968881 40.764533),POINT (-73.985311 40.748956),True,0.022640402580343028
92,2015-04-03 16:21:30.0000005,11.0,2015-04-03 16:21:30 UTC,-73.9810562133789,40.77426528930664,-73.95904541015625,40.78067398071289,2,POINT (-73.9810562133789 40.77426528930664),POINT (-73.95904541015625 40.78067398071289),True,0.022924807175787484
93,2009-01-09 15:01:20.0000002,5.7,2009-01-09 15:01:20 UTC,-73.992826,40.751271,-73.982786,40.742432,1,POINT (-73.992826 40.751271),POINT (-73.982786 40.742432),True,0.013376453977038127
94,2013-01-09 14:42:00.000000194,9.0,2013-01-09 14:42:00 UTC,-73.946852,40.775802,-73.96434,40.760703,1,POINT (-73.946852 40.775802),POINT (-73.96434 40.760703),True,0.023104327408517762
95,2013-07-06 17:18:00.000000119,13.5,2013-07-06 17:18:00 UTC,-73.950655,40.783282,-73.984365,40.769802,1,POINT (-73.950655 40.783282),POINT (-73.984365 40.769802),True,0.03630529575695512
96,2013-10-08 17:29:00.00000025,7.5,2013-10-08 17:29:00 UTC,-73.976512,40.765277,-73.977672,40.778052,1,POINT (-73.976512 40.765277),POINT (-73.977672 40.778052),True,0.012827557249925698
97,2014-12-07 12:26:00.0000009,9.0,2014-12-07 12:26:00 UTC,-73.984977,40.752122,-74.000925,40.757982,1,POINT (-73.984977 40.752122),POINT (-74.000925 40.757982),True,0.01699053571844651
98,2015-05-17 08:02:59.0000002,14.0,2015-05-17 08:02:59 UTC,-73.97920989990233,40.723682403564446,-74.01746368408203,40.71139526367188,1,POINT (-73.97920989990233 40.723682403564446),POINT (-74.01746368408203 40.71139526367188),True,0.040178673581971726
99,2011-06-09 00:53:00.00000066,5.7,2011-06-09 00:53:00 UTC,-73.983052,40.722588,-73.988022,40.733738,3,POINT (-73.983052 40.722588),POINT (-73.988022 40.733738),True,0.012207514079451889
100,2014-11-12 12:40:29.0000005,10.0,2014-11-12 12:40:29 UTC,-74.002581,40.739572,-73.99458,40.760682,1,POINT (-74.002581 40.739572),POINT (-73.99458 40.760682),True,0.0225753870620223
101,2010-06-04 14:49:00.000000100,5.7,2010-06-04 14:49:00 UTC,-73.993452,40.761447,-73.979662,40.759618,5,POINT (-73.993452 40.761447),POINT (-73.979662 40.759618),True,0.013910763494502449
102,2010-11-08 20:42:00.00000024,9.7,2010-11-08 20:42:00 UTC,-73.970705,40.761643,-73.992833,40.727647,2,POINT (-73.970705 40.761643),POINT (-73.992833 40.727647),True,0.040563239515607474
103,2011-03-09 07:24:34.0000004,14.1,2011-03-09 07:24:34 UTC,-73.974492,40.751369,-74.010585,40.703364,1,POINT (-73.974492 40.751369),POINT (-74.010585 40.703364),True,0.06005984244068771
104,2011-08-04 10:38:00.000000142,7.7,2011-08-04 10:38:00 UTC,-73.991607,40.76318,-73.982718,40.76239,2,POINT (-73.991607 40.76318),POINT (-73.982718 40.76239),True,0.00892403613842568
106,2010-03-22 10:01:00.00000076,11.3,2010-03-22 10:01:00 UTC,-74.00767,40.732177,-73.974663,40.758932,1,POINT (-74.00767 40.732177),POINT (-73.974663 40.758932),True,0.04248872878776123
107,2012-03-25 09:22:45.0000001,8.5,2012-03-25 09:22:45 UTC,-73.986681,40.725659,-73.977068,40.754504,1,POINT (-73.986681 40.725659),POINT (-73.977068 40.754504),True,0.03040466730618595
108,2012-06-05 09:16:00.000000217,12.9,2012-06-05 09:16:00 UTC,-73.965315,40.790852,-73.978195,40.766375,6,POINT (-73.965315 40.790852),POINT (-73.978195 40.766375),True,0.027658957482163116
109,2012-11-06 11:33:14.0000004,9.5,2012-11-06 11:33:14 UTC,-73.972195,40.765883,-73.967942,40.761951,1,POINT (-73.972195 40.765883),POINT (-73.967942 40.761951),True,0.005792118179046366
110,2014-05-22 18:30:00.000000217,9.0,2014-05-22 18:30:00 UTC,-73.982272,40.748357,-73.969325,40.763877,1,POINT (-73.982272 40.748357),POINT (-73.969325 40.763877),True,0.020211264408739715
111,2014-10-17 08:28:00.00000087,10.0,2014-10-17 08:28:00 UTC,-73.991797,40.735262,-73.975915,40.748697,6,POINT (-73.991797 40.735262),POINT (-73.975915 40.748697),True,0.020802335181420998
112,2012-12-06 18:05:00.000000201,35.0,2012-12-06 18:05:00 UTC,-73.95331,40.787772,-73.944352,40.719772,2,POINT (-73.95331 40.787772),POINT (-73.944352 40.719772),True,0.06858750443047065
113,2012-12-06 18:05:00.000000215,9.0,2012-12-06 18:05:00 UTC,-73.96083,40.77308,-73.978372,40.774907,1,POINT (-73.96083 40.77308),POINT (-73.978372 40.774907),True,0.017636884447081495
114,2014-07-20 12:48:35.0000001,17.0,2014-07-20 12:48:35 UTC,-73.97339,40.743883,-73.954021,40.766063,1,POINT (-73.97339 40.743883),POINT (-73.954021 40.766063),True,0.02944674109303378
115,2009-01-25 18:41:00.000000193,6.1,2009-01-25 18:41:00 UTC,-74.000122,40.74308,-74.00615,40.734233,5,POINT (-74.000122 40.74308),POINT (-74.00615 40.734233),True,0.010705428202549085
116,2010-03-27 02:26:39.0000001,14.5,2010-03-27 02:26:39 UTC,-73.961598,40.716487,-73.960417,40.674963,2,POINT (-73.961598 40.716487),POINT (-73.960417 40.674963),True,0.04154079124186472
117,2011-01-05 17:39:00.00000040,3.7,2011-01-05 17:39:00 UTC,-73.966957,40.761268,-73.967912,40.765535,1,POINT (-73.966957 40.761268),POINT (-73.967912 40.765535),True,0.004372563778837055
118,2012-05-11 15:03:53.0000001,32.5,2012-05-11 15:03:53 UTC,-73.872862,40.774105,-73.970593,40.764393,2,POINT (-73.872862 40.774105),POINT (-73.970593 40.764393),True,0.0982123785731678
119,2010-01-03 10:20:12.0000005,5.3,2010-01-03 10:20:12 UTC,-73.995083,40.739527,-73.999599,40.726264,3,POINT (-73.995083 40.739527),POINT (-73.999599 40.726264),True,0.014010761042860576
120,2012-11-08 21:00:00.00000040,11.5,2012-11-08 21:00:00 UTC,-73.972018,40.750142,-74.006008,40.73622,5,POINT (-73.972018 40.750142),POINT (-74.006008 40.73622),True,0.03673067088958564
121,2013-11-23 23:34:03.0000003,4.0,2013-11-23 23:34:03 UTC,-73.993701,40.741569,-73.987999,40.748834,1,POINT (-73.993701 40.741569),POINT (-73.987999 40.748834),True,0.009235422513347696
122,2010-06-17 16:12:58.0000001,10.5,2010-06-17 16:12:58 UTC,-73.966473,40.7575,-73.993336,40.745051,1,POINT (-73.966473 40.7575),POINT (-73.993336 40.745051),True,0.02960740397266209
123,2012-08-19 19:56:34.0000002,17.7,2012-08-19 19:56:34 UTC,-73.87082,40.773748,-73.808317,40.7003,1,POINT (-73.87082 40.773748),POINT (-73.808317 40.7003),True,0.09644290390173305
125,2013-05-10 16:39:08.0000001,5.0,2013-05-10 16:39:08 UTC,-73.971696,40.763378,-73.962035,40.776598,1,POINT (-73.971696 40.763378),POINT (-73.962035 40.776598),True,0.016373860906939604
126,2013-09-17 04:22:00.0000006,19.0,2013-09-17 04:22:00 UTC,-73.98721,40.729325,-73.931985,40.697207,1,POINT (-73.98721 40.729325),POINT (-73.931985 40.697207),True,0.06388557387236227
127,2014-01-06 21:21:00.0000005,8.0,2014-01-06 21:21:00 UTC,-73.988492,40.717977,-73.97818,40.737407,1,POINT (-73.988492 40.717977),POINT (-73.97818 40.737407),True,0.021996868959012615
128,2010-09-30 08:38:00.00000021,7.3,2010-09-30 08:38:00 UTC,-73.986588,40.72165,-74.008005,40.717167,2,POINT (-73.986588 40.72165),POINT (-74.008005 40.717167),True,0.02188116034400192
129,2012-10-06 15:47:00.000000111,6.5,2012-10-06 15:47:00 UTC,-73.98213,40.774807,-73.973583,40.789645,5,POINT (-73.98213 40.774807),POINT (-73.973583 40.789645),True,0.01712359346048033
130,2013-02-11 00:13:00.00000025,8.0,2013-02-11 00:13:00 UTC,-74.002843,40.733692,-73.987882,40.72859,1,POINT (-74.002843 40.733692),POINT (-73.987882 40.72859),True,0.015807021382916998
131,2014-09-12 23:10:00.000000213,16.5,2014-09-12 23:10:00 UTC,-73.983837,40.676052,-74.002522,40.723145,1,POINT (-73.983837 40.676052),POINT (-74.002522 40.723145),True,0.05066438467010673
132,2009-09-22 21:14:00.000000225,49.57,2009-09-22 21:14:00 UTC,-73.977023,40.7526,-73.79031,40.643783,2,POINT (-73.977023 40.7526),POINT (-73.79031 40.643783),True,0.2161085001983945
133,2012-02-03 13:46:35.0000004,10.5,2012-02-03 13:46:35 UTC,-73.988006,40.737723,-73.965699,40.766095,1,POINT (-73.988006 40.737723),POINT (-73.965699 40.766095),True,0.0360911711225856
